1000 5000
918 610 9
727 527 1
486 407 7
451 313 2
308 508 3
442 454 4
538 261 7
133 577 1
822 265 6
377 767 1
475 286 4
157 350 2
625 887 4
555 279 6
189 142 1
389 362 3
186 109 4
256 65 8
448 103 10
29 178 5
358 350 2
356 78 8
320 443 8
626 879 9
765 920 1
328 859 10
597 347 8
355 637 5
15 321 10
558 276 10
33 810 1
305 409 1
638 854 2
479 783 4
432 78 6
193 779 2
155 384 2
978 995 1
50 821 2
33 963 4
588 476 8
19 990 6
381 536 1
603 209 4
522 959 3
205 422 6
94 95 2
266 557 4
161 636 2
934 455 10
38 281 5
136 559 4
624 562 9
518 147 8
570 542 8
921 639 4
280 70 7
412 871 1
28 763 5
814 212 8
400 953 1
350 977 1
486 833 1
33 530 7
151 254 10
930 614 5
669 363 7
393 701 9
643 828 3
213 58 4
906 994 9
953 724 5
117 451 5
559 553 7
284 271 7
163 311 2
135 886 3
265 26 8
106 636 6
748 553 5
661 613 8
149 83 7
110 519 1
579 169 5
337 557 1
545 191 5
771 229 9
475 898 7
155 685 4
560 907 3
863 967 5
121 484 3
556 519 8
741 216 5
837 571 8
451 370 10
459 224 5
76 818 8
962 450 4
879 539 9
648 940 5
767 542 6
375 153 10
860 565 6
829 531 7
858 227 1
846 966 1
800 563 10
788 649 3
883 975 9
574 954 6
278 616 5
308 558 10
90 409 8
410 781 4
546 525 8
477 530 1
601 382 6
575 770 9
692 981 10
610 51 4
952 917 3
155 385 3
375 792 9
901 918 7
872 93 6
553 123 7
467 357 8
886 766 7
537 974 10
785 654 3
214 616 6
805 261 9
315 124 8
917 581 7
275 756 10
151 150 2
742 215 5
671 650 4
709 235 5
349 340 9
950 640 7
342 171 2
836 368 2
183 217 4
799 549 6
928 815 5
489 462 5
384 110 2
465 229 7
410 283 8
585 979 9
114 139 1
872 551 9
51 558 9
211 901 6
377 770 4
763 453 5
143 525 6
822 973 4
517 230 9
230 854 7
760 267 5
236 761 7
448 650 5
950 191 7
888 778 2
716 588 8
416 569 7
705 819 5
809 23 7
904 825 6
358 945 9
487 713 8
670 773 1
651 764 3
348 764 2
770 204 7
75 0 4
724 602 3
62 188 9
230 800 2
680 219 10
501 960 7
710 920 3
996 527 3
827 353 6
386 303 1
3 664 10
369 659 6
164 581 8
664 80 3
315 578 2
406 477 10
770 303 1
331 90 8
940 968 3
515 668 8
843 380 4
370 513 5
339 184 8
382 321 8
690 592 9
747 857 9
868 182 5
730 591 2
178 258 6
886 529 4
175 225 9
734 376 8
943 516 4
695 395 10
435 512 6
595 106 6
60 94 6
300 640 7
779 999 6
609 848 1
784 327 4
848 570 10
886 411 6
599 420 5
930 296 10
948 529 5
989 895 6
517 513 6
908 220 7
696 207 9
869 954 8
704 735 5
11 111 9
146 719 5
725 206 4
289 975 6
293 114 1
291 473 10
689 199 1
450 710 1
973 488 1
297 506 1
571 181 3
847 654 10
361 305 5
302 214 6
971 343 3
53 400 7
347 801 9
579 48 10
757 997 7
513 717 2
533 844 2
362 425 3
376 264 7
184 483 7
205 208 4
190 676 3
535 113 1
23 213 7
769 479 1
632 899 6
528 77 3
407 363 7
476 423 10
319 491 3
569 57 1
806 152 7
383 568 8
788 35 10
226 903 7
740 969 8
748 314 9
681 811 4
917 548 4
17 987 2
316 809 8
765 247 4
258 812 6
208 501 3
401 46 6
118 595 5
935 196 9
818 316 8
614 987 2
802 865 1
644 434 9
514 973 10
707 979 3
98 374 10
636 380 8
672 693 8
669 795 8
813 788 6
191 299 8
772 452 6
954 41 10
494 176 8
332 348 9
65 520 1
467 271 5
18 556 4
67 218 6
620 349 3
467 493 7
529 736 6
537 130 5
568 777 5
644 345 6
903 802 6
596 275 4
335 758 2
530 971 4
952 845 4
222 1 7
527 560 9
447 641 3
765 110 4
838 982 2
79 654 4
766 523 8
557 674 7
337 892 7
372 213 2
932 93 1
420 228 6
615 579 1
996 151 6
505 136 9
162 363 8
849 170 4
271 994 10
405 987 10
369 248 1
936 37 3
517 189 8
22 347 3
774 918 2
993 979 7
